D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_32_617.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_32_617.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_32_617.jpg, 0, 0, 0, 8.040853E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_32_766.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_32_766.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_32_766.jpg, 0, 0, 0, 7.809664E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_32_884.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_32_884.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_32_884.jpg, 0, 0, 0, 7.959677E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_32_989.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_32_989.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_32_989.jpg, 0, 0, 0, 7.83842E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_098.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_098.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_098.jpg, 0, 0, 0, 7.804247E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_202.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_202.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_202.jpg, 0, 0, 0, 7.87185E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_314.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_314.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_314.jpg, 0, 0, 0, 7.943192E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_435.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_435.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_435.jpg, 0, 0, 0, 7.970458E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_555.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_555.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_555.jpg, 0, 0, 0, 7.921876E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_654.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_654.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_654.jpg, 0, 0, 0, 7.951601E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_775.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_775.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_775.jpg, 0, 0, 0, 7.886279E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_33_896.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_33_896.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_33_896.jpg, 0, 0, 0, 7.909842E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_012.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_012.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_012.jpg, 0, 0, 0, 7.8193E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_131.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_131.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_131.jpg, 0, 0, 0, 7.811929E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_247.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_247.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_247.jpg, 0, 0, 0, 7.860143E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_376.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_376.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_376.jpg, 0, 0, 0, 7.823725E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_493.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_493.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_493.jpg, 0, 0, 0, 7.83689E-05
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_621.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_621.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_621.jpg, 0, 0.3831621, 0, 0.4356017
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_728.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_728.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_728.jpg, 0, 0.6911001, 0, 1.284135
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_846.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_846.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_846.jpg, 0, 1, 0, 2.629755
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_34_965.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_34_965.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_34_965.jpg, 0, 1, 0, 4.039523
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_35_095.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_35_095.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_35_095.jpg, 0, 1, 0, 5.436762
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_35_201.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_35_201.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_35_201.jpg, 0, 1, 0, 6.588596
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_35_324.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_35_324.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_35_324.jpg, 0, 0.9261109, 0, 8.152173
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_35_434.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_35_434.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_35_434.jpg, 0, 0.5946519, 0, 8.870109
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_35_550.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_35_550.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_35_550.jpg, 0, 0.2482881, 0, 9.2128
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_35_676.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_35_676.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_35_676.jpg, 0, 0, 0, 9.120814
D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\center_2023_07_18_19_58_35_792.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\left_2023_07_18_19_58_35_792.jpg, D:\Programs\DeepLearning\Projects\Self_Driving_Car\Windows_Default_Simulator\IMG\right_2023_07_18_19_58_35_792.jpg, 0, 0, 0, 9.011085
